DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Journal,Location,Address,Volume,Issue,Pages,ISSN,Source File
10.22456/2175-2745.54043,Linguagens de consulta para bases de dados em grafos: um mapeamento sistemático,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.54370,Classificador de imagens de pulmão utilizando wavelets de Haar e distância de Mahalanobis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.54772,Evolução Diferencial com ensemble de Operadores de Mutação em GPGPUs para o Despacho Econômico de Energia Elétrica,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.55723,O Potencial do Uso de Estimativas de Desempenho na Exploração de Conjuntos de Otimizações,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56162,Detecção de Tubos em Imagens Radiográficas Digitais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56177,Automating mobile application development: UML-based code generation for Android and Windows Phone,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56368,Método Sistêmico com Suporte em GORE para Análise de Conformidade de Requisitos não Funcionais Implementados em Software,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56371,Desenvolvimento de Aplicações Gráficas Interativas com a Unreal Engine 4,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56374,Uma Revisão Sobre as Publicações de Sistemas de Detecção de Intrusão,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56384,Programming in CUDA for Kepler and Maxwell Architecture,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56437,"Hyperspectral Modeling of Material Appearance: General Framework, Challenges and Prospects",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56498,Análise Visual utilizando Projeções Multidimensionais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5683,TVX - Time and Versions in XML,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5685,Uma Proposta de Framework para Desenvolvimento de Aplicações Paralelas com Mobilidade,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5690,Uma Introdução às Support Vector Machines,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5691,Técnicas probabilísticas para análise de yield em nível elétrico usando propagação de erros e derivadas numéricas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5692,Aplicação de Redes Neurais Artificiais na Classificação de Padrões Posturais em Crianças Respiradoras Bucais e Nasais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5693,Performance Evaluation of CORBA Concurrency Control Service Using Stochastic Petri Nets,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5694,Processos de Decisão de Markov: um tutorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5695,Aspectos sociotécnicos da computação: contextualizando o desenvolvimento de sistemas de computação com o modelo Mikropolis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5696,Um Olhar Sociotécnico sobre a Engenharia de Software,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.56977,O uso de Métodos Ágeis no ensino de Métodos Ágeis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5746,Computer Vision and Graphics for Heritage Preservation and Digital Archaeology,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5759,Editorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.58022,Mineração em Grandes Massas de Dados Utilizando Hadoop MapReduce e Algoritmos Bio-inspirados: Uma Revisão Sistemática,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.58551,Relação Entre o Gênero de Espectadores e o Conteúdo de Vídeos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.59104,Exploring the subtopic-based relationship map strategy for multi-document summarization,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.59336,ZipfTool: Uma ferramenta bibliométrica para auxílio na pesquisa teórica,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5956,Revisores da RITA no JEMS,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5961,An Introduction to Light Interaction with Human Skin,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.59614,Paralelismo em Prolog: Conceitos e Sistemas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5962,A Gentle Introduction to Predictive Filters,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5963,Java Advanced Imaging API: A Tutorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5964,Shader Programming: An Introduction Using the Effect Framework,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5978,A Revista de Informática Teórica e Aplicada e as Tecnologias de Informação,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5979,Uso de Aspectos para Verificar Regras de Instanciação de Frameworks,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5980,AspectH: Uma Extensão Orientada a Aspectos de Haskel,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5981,Making Medical Visual Information Available on the WEB,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5982,Um Framework de Apoio à Colaboração no Projeto Distribuído de Sistemas Integrados,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.5983,Teorias da Aleatoriedade,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6011,3D Compression: from A to Zip a first complete example,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6012,Introdução ao XNA,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6014,Steganography and Steganalysis in Digital Multimedia: Hype or Hallelujah?,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6015,Navigation and Interaction in Graph Visualizations,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6016,"Dimensionality Reduction, Classification and Reconstruction Problems in Statistical Learning Approaches",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.60234,Uma contribuição ao auxíılio do diagnóstico do autismo a partir do processamento de imagens para extração de medidas antropométricas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6024,Editorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6025,Editorial convidado,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.60989,Avaliação de Incisão Cirúrgica em Simuladores com Realidade Virtual,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.61220,Método Computacional para o Diagnóstico Precoce da Granulomatose de Wegener,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.62211,Learning to Identify At-Risk Students in Distance Education Using Interaction Counts,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.62657,Autômatos celulares unidimensionais caóticos com borda fixa aplicados à modelagem de um sistema criptográfico para imagens digitais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.63581,Detecção de leucócitos em imagens de vídeo de microscopia intravital usando a técnica de congruência de fase,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.64206,Emprego de Banco de Filtros e do Teorema de Imersão de Takens em Padrões Espaciais para a Classificação de Imagética Motora em Interfaces Cérebro-Computador,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.64413,Comparando o Desempenho de Implementações de Tabelas Hash Concorrentes em Haskell,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.64431,Computação na Educação Básica no Brasil: o Estado da Arte,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.65061,Escola Gaúcha de Bioinformática 2015,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.65372,QEDS: Um Simulador Clássico para Distinção de Elementos Quântico,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.65538,Autômatos Celulares e Sistema Multiagente para Simulação da Propagação de Doenças,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.65827,Comparação entre abordagens escaláveis para o processamento de conjuntos de dados textuais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6586,Avaliação Pró-ativa da Deterioração de Sistemas de Informação por meio de Medidas de Gestão,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.67253,Desenvolvimento de Interface de Usuário para a Melhoria da Consciência Situacional em Gerenciamento de Emergências,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6865,Editorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6867,Guest Editors,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.69309,"Uma Revisão Sistemática sobre Abordagens em Organizações Virtuais no Contexto de Confiança, Reputação e Computação em Nuvem",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.69479,Uma Arquitetura de Software para Bibliotecas de Realidade Aumentada Baseada em Marcadores Naturais,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6998,FORUM: Modelo e Linguagem para Especificação  de Regras em Ambientes Colaborativos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.6999,Estabilidade de Classificadores de Decisão em Árvore Binária para Dados Imagem em Alta Dimensão,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7015,On the Development and Evaluation of a Brazilian Portuguese Discourse Parser,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7016,Estratégias para a Combinação de Classificadores Binários em Soluções Multiclasses,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7023,Representação e Classificação de Texturas da Íris Baseada na Transformada Ótima de Gabor,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7024,A Novel Method for Generating Scale Space Kernels Based on Wavelet Theory,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7029,Proposta de Utilização do Diagrama de Seqüência para Definição de Casos de Teste de Unidade,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7031,Reestruturação de Software Dirigida por Conectividade para Redução de Custo de Manutenção,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7032,Uma Proposta de Modelagem para a Generalização de Elos de Rastreabilidade,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7033,Inspeção Automática de Defeitos em Madeiras de Pinus usando Visão Computacional,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.71429,Non-Cooperative Facility Location Games: a Survey,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.71439,Identificação de amostras de sementes utilizando VisãoComputacional,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7146,Revisores,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7147,Modelagem de Tráfego de Redes Utilizando Cascata Multifractal Generalizada,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7148,Editorial,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.71775,Análise de desempenho de Banco de Dados Relacionais e Não Relacionais em dados genômicos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.73173,Estudo e Modelagem dos Efeitos da Forma e do Crescimento em Processos de Formação de Padrões de Pelagem via Reação-Difusão,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7386,Posicionamento de Circuitos 3D Considerando o  Planejamento de 3D-Vias,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.74030,Sleep Stages Classification Using Spectral Based Statistical Moments as Features,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.74992,Análise Autônoma de Investimento: Uma Abordagem Multiagente Discreta,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.75048,"Combining Artificial Intelligence, Ontology, and Frequency-based Approaches to Recommend Activities in Scientific Workflows",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.75063,Energy Systems in Material Agent Societies,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7522,Gerenciando Alterações em Documentos XML,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.75255,Estratégias de Construções de Comitês de Classificadores Multirrótulos no Aprendizado Semissupervisionado Multidescrição,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.75300,Simulação Multiagente da Evacuação da Boate Kiss: A Importância da NBR 9.077 e sua relação com o Pânico,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.75327,Composição de Agentes EBDI: Integração WASABI-Jason,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.76189,Derivation of Mean Value Coordinates Using Interior Distance and Their Application on Mesh Deformation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.76387,Diagnóstico de Glaucoma Utilizando Atributos de Textura e CNN’s Pré-treinadas,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.76452,A Multi-objective Version of the Lin-Kernighan Heuristic for the Traveling Salesman Problem,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.76460,MeHarCEn: Um Método de Harmonização do Consumo de Energia em Data Centers,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.77654,Avaliação do Intel Software Guard Extensions via Emulação,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7796,Avaliação Pró-ativa da Deterioração de Sistemas de Informação por meio de Medidas de Gestão,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.77994,Virtual Reality as a Support Tool for the Treatment of People with Intellectual and Multiple Disabilities: A Systematic Literature Review,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.78391,IndoLoR -- Uma Plataforma Adaptável para Localização em Ambientes Internos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.7857,Teoria espaço-escala: conceitos e abordagens,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79152,CoWPar: A D2D Communication Approach Without Pairing for Mobile Social Network in Proximity,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79158,Modelos para avaliação de disponibilidade orientada a capacidade de uma nuvem privada,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79310,Video Conferencing Evaluation Considering Scalable Video Coding and SDN Network,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79333,A Genetic Programming Model for Association Studies to Detect Epistasis in Low Heritability Data,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79334,Relative Scalability of NoSQL Databases for Genotype Data Manipulation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79885,Can the Use of nonlinear Color Metrics systematically improve Segmentation?,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.79994,Algoritmos de Escalonamento Gangue com Estratégias de Migracão em um Ambiente MCMCA,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8046,Desenvolvimento de uma rede neuro-fuzzy para predição da temperatura retal de frangos de corte,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80478,Investigation of Archiving Techniques for Evolutionary Multi-objective Optimizers,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80525,Algorithms for the power-p Steiner tree problem in the Euclidean plane,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80557,Um modelo computacional para a simulação de sistemas de transporte urbano,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80598,Use of cytomorphometry for classification of subcellular patterns in 3D images,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80702,Extreme Learning Machine combined with a Differential Evolution algorithm for lithology identification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80721,Exact Algorithms for the Graph Coloring Problem,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.80912,Formal Semantics for Java-like Languages and Research Opportunities,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8168,Introdução à Programação de Propósito Geral em Hardware Gráfico,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.82043,Performance Analysis of the Segment Transfer Rate of TCP-UEM,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.82079,Vulnerability Identification on GNU/Linux Operating Systems through Case-Based Reasoning,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.82395,Haskell Type System Analysis,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.82412,Evolutionary Models applied to Multiprocessor TaskScheduling: Serial and Multipopulation Genetic Algorithm,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8260,A Journey through Virtual and Augmented Reality - Reviewing the SVR Symposia from 2004 to 2008,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8261,The Design of a Graphics Engine for the Development of Virtual Reality Applications,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8263,Designing and implementing an Spatial Augmented Reality X-Ray,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8265,A Conceptual Image-Based Data Glove for Computer-Human Interaction,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8266,A Software Framework to Create 3D Browser-Based Speech Enabled Applications,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.82772,V: a language with extensible record accessors and a trait-based type system,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.83498,"Stochastic Models for Optimizing Availability, Cost and Sustainability of Data Center Power Architectures through Genetic Algorithm",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.83581,Use of text mining techniques for unsupervised organization of digital procedural acts,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.84330,An Analysis of a Real Mobility Trace Based on Standard Mobility Metrics,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8441,SWEETS: um Sistema de Recomendação de Especialistas aplicado a uma plataforma de Gestão de Conhecimento,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.84814,A gene based bacterial whole genome comparison toolkit,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.85091,Analysis of the Performance of Genetic Algorithm Parallelized with OpenMP Through Execution Traces,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8522,Uma Revisão Sobre Combinação de Agrupamentos,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.8611,Combinando Modelos de Interação para Melhorar a Coordenação em Sistemas Multiagente,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.86196,A Taxonomy of container security on computational clouds: concerns and solutions,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.86380,OLSR Fuzzy Cost (OLSR-FC): an extension to OLSR protocol based on fuzzy logic and applied to avoid selfish nodes,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.86439,A Model for the Diffusive Filling-In Algorithm Operating in Spike Mode,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.86478,Virtual Reality-based Training for the Motor Developmentof People With Intellectual and Multiple Disabilities,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.86534,Elementary Economic Systems in Material Agent Societies,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.87085,Data Fusion through Fuzzy-Bayesian Networks for Belief Generation in Cognitive Agents,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.87511,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.88822,Evaluating the impact of maintenance policies associated to SLA contracts on the dependability of data centers electrical infrastructures,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.88911,Hybrid Neural Networks Applied to Brazilian Stock Market,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.89063,"Biclustering and coclustering: concepts, algorithms and viability for text mining",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.89115,PHOC Descriptor Applied for Mammography Classification,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.9009,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.90724,BeeNotified! A Notification System of Physical Quantities for Beehives Remote Monitoring,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.90822,An Online Tree-Based Approach for Mining Non-Stationary High-Speed Data Streams,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.91414,Group Labeling Methodology Using Distance-based Data Grouping Algorithms,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.91522,Road Surface Classification with Images Captured From Low-cost Camera - Road Traversing Knowledge (RTK) Dataset,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.91814,Models to evaluate service Provisioning over Cloud Computing Environments - A Blockchain-As-A-Service case study,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.92117,SafeFollowing: A collaborative model for public security agents to assist people with disabilities and the elderly,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.92406,A Computational Strategy for Classification of Enem Issues Based on Item Response Theory,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.92486,HICOLM: High-Performance Platform of Physical Simulations by Using Low Computational Cost Methods,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.93733,"Traveling Salesman Problem with Optional Bonus Collection, Pickup Time and Passengers",,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.94016,Performability Evaluation of Voice Services in Converged Networks,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.94082,Prize Collecting Traveling Salesman Problem with Ridesharing,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.94235,WebGIS development for base flow separation and recharge estimation,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.94319,Water Resources Analysis: An Approach based on Agent-Based Modeling,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.94845,Effects of reward distribution strategies and perseverance profiles on agent-based coalitions dynamics,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
10.22456/2175-2745.95095,Mosaik and PADE: Multiagents and Co-simulation for smart grids modeling,,,,,,,,,,,,,,,,,,,,,,,articles-RITA-20260617-dointext.csv
