Status,Identified_Countries,Title,Affiliations,Address,Country,Location,Author,Publication Year
✅ Identified,Brazil,Computação na Educação Básica no Brasil: o Estado da Arte,Hospital do Coração; Universidade Federal de Pelotas,",; CDTec/Computação; UFPEL",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Adriana Bordini, Christiano Avila, Yuri Weisshahn, Mônica Marques da Cunha, Simone André da Costa Cavalheiro, Luciana Foss, Marílton Sanchotene de Aguiar, Renata Reiser",2016.0
✅ Identified,Brazil,Escola Gaúcha de Bioinformática 2015,Universidade Federal do Rio Grande do Sul,"Instituto de Informática
Universidade Federal do Rio Grande do Sul",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Comissão Organizadora EGB,2016.0
✅ Identified,Brazil,QEDS: Um Simulador Clássico para Distinção de Elementos Quântico,Universidade Federal Fluminense; Universidade Federal do Rio de Janeiro,"Distinc ¸ão de Elementos Quântico; Instituto de Computac ¸ão (IC), Universidade Federal Fluminense (UFF) -Niterói, RJ, Brasil; Núcleo Multidisciplinar de Pesquisa em Computac ¸ão (NUMPEX-Comp), Polo Avanc ¸ado de Xerém, Universidade Federal do Rio de Janeiro(UFRJ) -Duque de Caxias, RJ, Brasil; Programa de Engenharia de Sistemas e Computac ¸ão (PESC), Instituto Alberto Luiz Coimbra de Pós-Graduac ¸ão e Pesquisa em Engenharia (COPPE), Universidade Federal do Rio de Janeiro (UFRJ) -Rio de Janeiro, RJ, Brasil; UFF; UFRJ; Universidade Federal do Rio de Janeiro",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alexandre Abreu, Matheus Manzoli Ferreira, Luis Antônio Brasil Kowada, Franklin de Lima Marquezino",2016.0
✅ Identified,Brazil,Autômatos Celulares e Sistema Multiagente para Simulação da Propagação de Doenças,Hospital Universitário da Universidade de São Paulo; Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná - UNIOESTE; Universidade de São Paulo - USP,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rogério Luís Rizzi, Claudia Brandelero Rizzi, Wesley Luciano Kaiser, Pétterson Vinícius Pramiu",2016.0
✅ Identified,Brazil,Comparação entre abordagens escaláveis para o processamento de conjuntos de dados textuais,Universidade Federal de São Carlos; Universidade Federal de Viçosa,"Departamento de Computação, Universidade Federal de São Carlos, Rod. Washington Luís - Km 235 Caixa Postal 676, CEP 13565-905, São Carlos-SP; Universidade Federal de Viçosa - Campus Rio Paranaíba",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Gustavo de P. Avelar, Murilo Coelho Naldi",2017.0
✅ Identified,Brazil,Avaliação Pró-ativa da Deterioração de Sistemas de Informação por meio de Medidas de Gestão,Universidade Católica de Brasília,Universidade Catolica de Brasilia,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Káthia Marçal de Oliveira,2011.0
✅ Identified,Brazil,Desenvolvimento de Interface de Usuário para a Melhoria da Consciência Situacional em Gerenciamento de Emergências,Centro Universitário Eurípedes de Marilia; Universidade Federal de São Carlos,"1Centro Universitário Eurípides de Marília, UNIVEM - Mirante, SP; Centro Universitário Eurípides de Marília; Universidade Federal de São Carlos",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leonardo Castro Botega, Allan Oliveira, Regina B. Araújo",2017.0
✅ Identified,Brazil,Editorial,Universidade Federal do Rio Grande do Sul,"Instituto de Informática, UFRGS, Porto Alegre, RS",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luís C. Lamb, José Palazzo Moreira de Oliveira, Lisandro Zambenedetti Granville",2009.0
✅ Identified,Brazil,Guest Editors,Pontifícia Universidade Católica do Rio de Janeiro; Universidade Federal de Pernambuco,Federal University of Pernambuco – UFPE – Recife; Pontifical Catholic University of Rio de Janeiro - PUC-Rio,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alberto Raposo, Judith Kelner",2009.0
✅ Identified,Brazil,"Uma Revisão Sistemática sobre Abordagens em Organizações Virtuais no Contexto de Confiança, Reputação e Computação em Nuvem",Universidade do Estado de Santa Catarina,"Departamento de Ciência da Computação (DCC), Programa de Pós-Graduação em Computação Aplicada, Centro
de Ciências Tecnológicas, Universidade do Estado de Santa Catarina, Caixa Postal 631 - Joinville, Santa Catarina,
Brasil; Programa de Pós-Graduação em Computação Aplicada, 
Centro de Ciências Tecnológicas, 
Universidade do Estado de Santa Catarina,
Caixa Postal 631 - Joinville, Santa Catarina, Brasil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luís Felipe Bilecki, Marcelo Da Silva Hounsell, Adriano Fiorese",2017.0
✅ Identified,Brazil,Uma Arquitetura de Software para Bibliotecas de Realidade Aumentada Baseada em Marcadores Naturais,Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Douglas Oliveira, Lidiane Teixeira Pereira, Rodrigo Luis de Souza da Silva",2017.0
✅ Identified,Brazil,FORUM: Modelo e Linguagem para Especificação de Regras em Ambientes Colaborativos,Methodist University of Piracicaba; Universidade Estadual de Campinas (UNICAMP),"Universidade Estadual de Campinas, UNICAMP, CESET; Universidade Metodista de Piracicaba, UNIMEP, FACEN",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luiz Eduardo Galvão Martins, Luiz Camolesi",2008.0
✅ Identified,Brazil,Estabilidade de Classificadores de Decisão em Árvore Binária para Dados Imagem em Alta Dimensão,Universidade Federal do Rio Grande do Sul,Centro Estadual de Pesquisas em Sensoriamento Remoto e Metereologia UFRGS,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Denis Altieri de Oliveira Moraes, Victor Haertel",2008.0
✅ Identified,Brazil,On the Development and Evaluation of a Brazilian Portuguese Discourse Parser,Universidade de São Paulo,"Núcleo Interinstitucional de Lingüística Computacional (NILC). Instituto de Ciências Matemáticas e de Computação (ICMC), Universidade de São Paulo",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Thiago Alexandre Salgueiro Pardo, Maria das Graças Volpe Nunes",2008.0
✅ Identified,Brazil,Estratégias para a Combinação de Classificadores Binários em Soluções Multiclasses,Brazilian Society of Computational and Applied Mathematics; Universidade Federal do ABC; Universidade de São Paulo,"1Centro de Matemática, Computação e Cognição, Universidade Federal do ABC, Santo Andre, SP; Departamento de Ciências de Computação, Instituto de Ciências Matemáticas e de Computação, Universidade de São Paulo, SP",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Ana Carolina Lorena, André C. P. L. F. de Carvalho",2008.0
✅ Identified,Brazil,Representação e Classificação de Texturas da Íris Baseada na Transformada Ótima de Gabor,Universidade Federal do Rio Grande do Sul,"Programa de Pós-Graduação em Engenharia Elétrica – PPGEE, Universidade Federal do Rio Grande do Sul –  UFRGS",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Fernanda Rispoli Quartieri, Jacob Scharcanski, Letícia Vieira Guimarães, Adalberto Schuck",2008.0
✅ Identified,"Brazil, United States",A Novel Method for Generating Scale Space Kernels Based on Wavelet Theory,Lawrence Berkeley National Laboratory; Universidade Federal do Rio Grande do Sul,"DELET – EE – UFRGS; Lawrence Berkeley National Laboratory. One Cyclotron Road, MS50A6134, Berkeley, CA, USA",BR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"D. Doering, Adalberto Schuck",2008.0
✅ Identified,Brazil,Proposta de Utilização do Diagrama de Seqüência para Definição de Casos de Teste de Unidade,"Centro de Educação de Ciências Tecnológicas da Terra e do Mar, UNIVALI, Itajaí, SC","Centro de Educação de Ciências Tecnológicas da Terra e do Mar, UNIVALI, Itajaí, SC",Brazil,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Fabiane Fabiane Barreto Vavassori Benitti,2008.0
✅ Identified,Brazil,Reestruturação de Software Dirigida por Conectividade para Redução de Custo de Manutenção,Universidade Federal de Minas Gerais,"Universidade Federal de Minas Gerais - ICEx - DCC; Universidade Federal de Minas Gerais - ICEx - DCC, MG",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Kecia A. M. Ferreira, Mariza A. S. Bigonha, Roberto S. Bigonha",2008.0
✅ Identified,Brazil,Uma Proposta de Modelagem para a Generalização de Elos de Rastreabilidade,Instituto Nacional de Pesquisas Espaciais; Universidade Tecnológica Federal do Paraná,"Instituto Nacional de Pesquisas Espaciais – INPE, São José dos Campos, SP; Instituto Nacional de Pesquisas Espaciais – INPE. Sao Jose dos Campos - SP; Universidade Tecnológica Federal do Paraná – UTFPR",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Elias Canhadas Genvigir, Nandamudi L. Vijaykumar",2008.0
✅ Identified,"Brazil, Canada",Inspeção Automática de Defeitos em Madeiras de Pinus usando Visão Computacional,Pontifícia Universidade Católica do Paraná; École de Technologie Supérieure,"Pontifícia Universidade Católica do Paraná, Programa de Pós-Graduação em Informática Aplicada (PPGIa), Curitiba (PR); [École de Technologie Supérieure (ÉTS), Montréal]; École de Technologie Supérieure (ÉTS), Montreal",BR; CA,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luiz S. Oliveira, Paulo Cavalin, Alceu S. Britto, Alessandro L. Koerich",2008.0
✅ Identified,"Brazil, United States",Non-Cooperative Facility Location Games: a Survey,Albert Einstein College of Medicine; Hospital Israelita Albert Einstein; Universidade Estadual de Campinas (UNICAMP),"Av. Albert Einstein , 1251 , Campinas , SP , Brasil , CEP 13083-852 ;; Institute of Computing , University of Campinas -UNICAMP; Institute of Computing, University of Campinas -UNICAMP Address: Av. Albert Einstein, 1251, Campinas, SP, Brasil, CEP 13083-852;; Universidade Estadual de Campinas",BR; US,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Félix Carvalho Rodrigues, Eduardo C. Xavier",2017.0
✅ Identified,Brazil,Identificação de amostras de sementes utilizando VisãoComputacional,Universidade Federal do Paraná,Universidade Federal do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lucas Ferrari de Oliveira, Luiz Alberto Bordignon, Jeovane Honório Alves",2017.0
✅ Identified,Brazil,Revisores,Universidade Federal do Rio Grande do Sul,"Instituto de Informática, UFRGS, Porto Alegre, RS",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,José Palazzo Moreira de Oliveira,2008.0
✅ Identified,Brazil,Modelagem de Tráfego de Redes Utilizando Cascata Multifractal Generalizada,Universidade Estadual de Campinas (UNICAMP); Universidade Federal de Goiás,"1Escola de Engenharia Elétrica e de Computação, Universidade Federal de Goiás, Av. Universitária, n.1488, Qd. 86, Bloco A, 74605-010, Goiânia, GO; 2Departamento de Comunicações (DECOM), Faculdade de Engenharia Elétrica e de Computação, Universidade Estadual de Campinas Caixa Postal 6101, 13.083-852 SP, Brasil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Flávio Henrique Teles Vieira, Lee Luan Ling",2008.0
✅ Identified,Brazil,Editorial,Universidade Federal do Rio Grande do Sul,"Instituto de Informática, UFRGS, Porto Alegre, RS",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Luís C. Lamb, José Palazzo Moreira de Oliveira, Lisandro Zambenedetti Granville",2008.0
✅ Identified,Brazil,Análise de desempenho de Banco de Dados Relacionais e Não Relacionais em dados genômicos,Universidade Federal Rural de Pernambuco; Universidade Federal de Pernambuco,Universidade Federal Rural de Pernambuco - UFRPE; Universidade Federal de Pernambuco - UFPE,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Juccelino Rodrigues Alves Barros, Gustavo Callou, Glauco Estácio Gonçalves, Victor Wanderley, Henrique Casteletti",2017.0
✅ Identified,Brazil,Estudo e Modelagem dos Efeitos da Forma e do Crescimento em Processos de Formação de Padrões de Pelagem via Reação-Difusão,Universidade Federal do Rio Grande do Sul,Instituto de Informática - UFRGS,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Davi Padilha Mesquita, Marcelo Walter",2017.0
✅ Identified,"Brazil, Spain",Posicionamento de Circuitos 3D Considerando o Planejamento de 3D-Vias,"Centro Tecnológico de Investigación, Desarrollo e Innovación en tecnologías de la Información y las Comunicaciones (TIC); Universidade Federal do Rio Grande do Sul","Instituto de Informática , UFRGS , Caixa Postal 15064 {renato ,; Instituto de Informática, UFRGS, Caixa Postal 15064",BR; ES,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Renato Hentschke, Marcelo Johann, Ricardo Reis",2012.0
✅ Identified,Brazil,Sleep Stages Classification Using Spectral Based Statistical Moments as Features,Universidade Federal de Santa Maria; Universidade Federal do Rio Grande do Sul,Universidade Federal de Santa Maria; Universidade Federal do Rio Grande do Sul,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eduardo Tiago Braun, Alice Kozakevicius, Thiago L. T. da Silveira, Cesar Ramos Rodrigues, Giovani Baratto",2018.0
✅ Identified,Brazil,Análise Autônoma de Investimento: Uma Abordagem Multiagente Discreta,Instituto Tecnológico de Aeronáutica; Intel (Brazil); Universidade de São Paulo,"Intituto Tecnológico de Aeronáutica (ITA); Laboratório de Técnicas Inteligentes (LTI)3 Universidade de São Paulo (USP)
São Paulo, SP, Brasil; Raifa Sistems Inteligentes
São José dos Campos, SP, Brasil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Paulo André Lima de Castro, Ronald Annoni, Jaime Simão Sichman",2018.0
✅ Identified,Brazil,"Combining Artificial Intelligence, Ontology, and Frequency-based Approaches to Recommend Activities in Scientific Workflows",Universidade de São Paulo,Universidade de São Paulo,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Adilson Lopes Khouri, Luciano Antônio Digiampietri",2018.0
✅ Identified,Brazil,Energy Systems in Material Agent Societies,Universidade Federal do Rio Grande do Sul,UFRGS-FURG,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,Antônio Carlos da Rocha Costa,2017.0
✅ Identified,Brazil,Gerenciando Alterações em Documentos XML,Universidade Federal do Rio de Janeiro,"-sões juntamente com os outros arquivos do projeto. Estes sistemas não con-sideram o formato específico dos arquivos XML, tratando-os como arquivos comuns de texto. Desta; UFF; UFRJ; Visagio; diferenças e apoio à mesclagem de arquivos XML, utilizando",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alexandre Oliveira, Alessandreia Marta de Oliveira, Vanessa Braganholo, Leonardo Murta",2011.0
✅ Identified,Brazil,Estratégias de Construções de Comitês de Classificadores Multirrótulos no Aprendizado Semissupervisionado Multidescrição,Universidade Federal Rural do Semi-Árido,Universidade Federal Rural do Semi-Árido,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Wilamis Kleiton Nunes da Silva, Araken de Medeiros Santos",2017.0
✅ Identified,"Brazil, Chile",Simulação Multiagente da Evacuação da Boate Kiss: A Importância da NBR 9.077 e sua relação com o Pânico,Instituto Profesional de Ciencias de la Computación; Universidade Federal do Rio Grande,Centro de Ciências Computacionais - C3 - FURG; Universidade Federal do RIo Grande - FURG,BR; CL,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Vinicius Montenegro Silva, Marcos Vinicius Scholl, Diana F. Adamatti",2017.0
✅ Identified,Brazil,Composição de Agentes EBDI: Integração WASABI-Jason,Universidade Federal de Santa Catarina,"Departamento de Informática e Estatística - INE
Programa de Pós-Graduação em Ciência da Computação - PPGCC
Universidade Federal de Santa Catarina - UFSC; Departamento de Informática e Estatística - INE
Universidade Federal de Santa Catarina - UFSC; Programa de Pós-Graduação em Ciência da Computação - PPGCC
Universidade Federal de Santa Catarina - UFSC",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Diego Couto, Jerusa Marchi, Thiago Ângelo Gelaim",2017.0
✅ Identified,Brazil,Derivation of Mean Value Coordinates Using Interior Distance and Their Application on Mesh Deformation,Pontifícia Universidade Católica do Rio de Janeiro; Universidade do Estado do Rio de Janeiro,Pontifícia Universidade Católica do Rio de Janeiro; Universidade do Estado do Rio de Janeiro,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Lis Custódio, Sinésio Pesco",2018.0
✅ Identified,Brazil,Diagnóstico de Glaucoma Utilizando Atributos de Textura e CNN’s Pré-treinadas,Universidade Federal do Piauí,Universidade Federal do Piauí,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Maíla L. Claro, Rodrigo Veras, André Macedo Santana, Luis H. S. Vogado, Leonardo P. Sousa",2018.0
✅ Identified,Brazil,A Multi-objective Version of the Lin-Kernighan Heuristic for the Traveling Salesman Problem,Universidade Federal do Rio Grande do Norte,"Departamento de Informática e Matemática Aplicada, Universidade Federal do Rio Grande do Norte; Universidade Federal do Rio Grande do Norte",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Emerson Bezerra de Carvalho, Elizabeth Ferreira Gouvêa Goldbarg, Marco C. Goldbarg",2018.0
✅ Identified,Brazil,MeHarCEn: Um Método de Harmonização do Consumo de Energia em Data Centers,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Daniel Scheidemantel Camargo, Charles C. Miers, Maurício A. Pillon, Guilherme Koslovski",2017.0
✅ Identified,Brazil,Avaliação do Intel Software Guard Extensions via Emulação,Universidade Federal da Fronteira Sul,Universidade Federal da Fronteira Sul,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Marco Aurélio Spohn, Mateus Trebien",2018.0
✅ Identified,Brazil,Avaliação Pró-ativa da Deterioração de Sistemas de Informação por meio de Medidas de Gestão,Universidade Católica de Brasília,UNIVERSIDADE CATOLICA DE BRASILIA; Universidade Catolica de Brasilia,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Káthia Marçal de Oliveira, Nicolas Anquetil, André Luiz Pimentel Queiroz",2011.0
✅ Identified,Brazil,Virtual Reality as a Support Tool for the Treatment of People with Intellectual and Multiple Disabilities: A Systematic Literature Review,Universidade Federal de Juiz de Fora; Universidade Federal do Rio de Janeiro,Universidade Federal de Juiz de Fora; Universidade Federal do Rio de Janeiro,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Rian Dutra da Cunha, Frâncila Weidt Neiva, Rodrigo Luis de Souza da Silva",2018.0
✅ Identified,Brazil,IndoLoR -- Uma Plataforma Adaptável para Localização em Ambientes Internos,Instituto Federal do Rio Grande do Norte; Universidade Federal do Rio Grande do Norte,Instituto Federal do Rio Grande do Norte (IFRN); Universidade Federal do Rio Grande do Norte (UFRN),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Mário Melo, Gibeon Soares de Aquino",2018.0
✅ Identified,Brazil,Teoria espaço-escala: conceitos e abordagens,Universidade Estadual de Campinas (UNICAMP); Universidade Tecnológica Federal do Paraná,Universidade Estadual de Campinas; Universidade Tecnológica Federal do Paraná,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leyza Baldo Dorini, Neucimar J. Leite",2011.0
✅ Identified,Brazil,CoWPar: A D2D Communication Approach Without Pairing for Mobile Social Network in Proximity,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais; Instituto Federal do Paraná","Instituto Federal de Minas Gerais, Ponte Nova, Minas Gerais, Brasil; Instituto Federal do Paraná, Goioerê, Paraná, Brasil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Charles Tim Batista Garrocho, Jessé Pires Barbosa Rocha, José Eduardo de Souza",2018.0
✅ Identified,Brazil,Modelos para avaliação de disponibilidade orientada a capacidade de uma nuvem privada,"Instituto Federal de Educação, Ciência e Tecnologia de Alagoas; Universidade Federal de Pernambuco","Centro de Inform ática , Universidade Federal de Pernambuco (CIn-UFPE) , Recife-PE , Brazil; Centro de Inform ática, Universidade Federal de Pernambuco (CIn-UFPE), Recife-PE, Brazil; Instituto Federal de Alagoas (IFAL) , Reitoria , Macei ó-AL , Brazil; Instituto Federal de Alagoas (IFAL), Campus Arapiraca; Instituto Federal de Alagoas (IFAL), Reitoria, Macei ó-AL, Brazil; ]. Eventos de falhas e paralisac ¸ões nos servic ¸os",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Matheus Torquato, Lucas Torquato, Paulo Maciel",2018.0
✅ Identified,Brazil,Video Conferencing Evaluation Considering Scalable Video Coding and SDN Network,Universidade Federal Rural de Pernambuco; Universidade Federal de Pernambuco,Universidade Federal Rural de Pernambuco; Universidade Federal de Pernambuco,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Francisco Kelsen de Oliveira, Eduardo Tavares, Erica Sousa, Bruno Nogueira",2018.0
✅ Identified,Brazil,A Genetic Programming Model for Association Studies to Detect Epistasis in Low Heritability Data,Brazilian Agricultural Research Corporation; Universidade Federal de Juiz de Fora,Universidade Federal de Juiz de Fora (UFJF); Universidade Federal de Juiz de Fora (UFJF) e Empresa Brasileira de Pesquisa Agropecuária (Embrapa),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Igor Magalhães Ribeiro, Carlos Cristiano Hasenclever Borges, Bruno Zonovelli Silva, Wagner Arbex",2018.0
✅ Identified,Brazil,Relative Scalability of NoSQL Databases for Genotype Data Manipulation,Brazilian Agricultural Research Corporation; Universidade Federal de Juiz de Fora,Departamento de Ciência da Computação da Universidade Federal de Juiz de Fora (DCC/UFJF); Empresa Brasileira de Pesquisa Agropecuária (Embrapa) e Universidade Federal de Juiz de Fora (UFJF); Programa de Pós-Graduação em Ciência da Computação da Universidade Federal de Juiz de Fora (PPGCC/UFJF),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Arthur Lorenzi Almeida, Vinícius Junqueira Schettino, Thiago Jesus Rodrigues Barbosa, Pedro Fernandes Freitas, Pedro Gabriel Silva Guimarães, Wagner Arbex",2018.0
✅ Identified,Brazil,Can the Use of nonlinear Color Metrics systematically improve Segmentation?,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina; Instituto Nacional de Pesquisas Espaciais; Universidade Federal de Santa Catarina; Universidade do Vale do Itajaí","Brazilian Institute for Space Research - INPE,   São José dos Campos, São Paulo, Brazil.
National Brazilian Institute for Digital Convergence - Federal University of Santa Catarina,  Florianópolis, Santa Catarina, Brazil; Department of Computing - Federal University of Santa Catarina, Ararangua, Brazil.
National Brazilian Institute for Digital Convergence - Federal University of Santa Catarina,  Florianópolis, Santa Catarina, Brazil; Graduate Program in Computer Science - Federal University of Santa Catarina, Florianópolis, Santa Catarina, Brazil.
National Brazilian Institute for Digital Convergence - Federal University of Santa Catarina,  Florianópolis, Santa Catarina, Brazil; University of Itajai Valley - Univali, Itajaí, Santa Catarina, Brazil.
National Brazilian Institute for Digital Convergence - Federal University of Santa Catarina,  Florianópolis, Santa Catarina, Brazil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"L. E. Carvalho, Sylvio Luiz Mantelli Neto, Eros Comunello, Antonio Carlos Sobieranski, Aldo von Wangenheim",2018.0
✅ Identified,Brazil,Algoritmos de Escalonamento Gangue com Estratégias de Migracão em um Ambiente MCMCA,Universidade Estadual do Rio Grande do Sul; Universidade Federal Rural do Semi-Árido; Universidade Federal do Ceará,Universidade Estadual Rio Grande do Norte; Universidade Estadual do Rio Grande do Norte; Universidade Estadual do Rio Grande do Norte e a Universidade Federal Rural do Semi-árido; Universidade Federal do Ceará,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Francisca Aparecida Prado Pinto, Henrique Jorge Amorim Holanda, Giovanni Cordeiro Barroso, Carla Katarina Marques",2018.0
✅ Identified,Brazil,Desenvolvimento de uma rede neuro-fuzzy para predição da temperatura retal de frangos de corte,Universidade Federal de Lavras,"Departamento de Engenharia, Universidade Federal de Lavras (UFLA), Caixa Postal 3037,
Lavras/MG, Brasil; Departamento de Engenharia, Universidade Federal de Lavras (UFLA), Caixa Postal 3037,#R##N#Lavras/MG, Brasil; Universidade Federal de Lavras; universidade Federal de Lavras",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Leandro Ferreira, Tadayuki Yanagi, Alison Zille Lopes, Wilian Soares Lacerda",2011.0
✅ Identified,Brazil,Investigation of Archiving Techniques for Evolutionary Multi-objective Optimizers,Universidade Federal do Rio Grande do Norte,Universidade Federal do Rio Grande do Norte,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Hudson Geovane de Medeiros, Elizabeth Ferreira Gouvêa Goldbarg, Marco C. Goldbarg",2018.0
✅ Identified,Australia,Algorithms for the power-p Steiner tree problem in the Euclidean plane,The University of Melbourne,The University of Melbourne,AU,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Christina N. Burt, Alysson M. Costa, Charl Ras",2018.0
✅ Identified,Brazil,Um modelo computacional para a simulação de sistemas de transporte urbano,Federal Institute of São Paulo; Universidade de São Paulo,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo (IFSP); Universidade de São Paulo",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Daniel Marques Gomes de Morais, Luciano Antônio Digiampietri",2018.0
✅ Identified,Brazil,Use of cytomorphometry for classification of subcellular patterns in 3D images,Centro Universitário de Patos de Minas; Universidade Federal de Uberlândia,"1 - Faculdade de Computação - Universidade Federal de Uberlândia, Uberlândia, MG, Brasil
2 - Centro Universitário de Patos de Minas (UNIPAM), Patos de Minas, MG, Brasil; Faculdade de Computação - Universidade Federal de Uberlândia, Uberlândia, MG, Brasil",BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Eduardo Henrique Silva, Jefferson R. Souza, Bruno Augusto Nassif Travençolo",2018.0
✅ Identified,Brazil,Extreme Learning Machine combined with a Differential Evolution algorithm for lithology identification,Universidade Federal de Juiz de Fora; Universidade do Estado do Rio de Janeiro,Federal University of Juiz de Fora; Rio de Janeiro State University,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Camila Martins Saporetti, Grasiele Regina Duarte, Tales Lima Fonseca, Leonardo Goliatt, Egberto Pereira",2018.0
✅ Identified,Brazil,Exact Algorithms for the Graph Coloring Problem,Universidade Federal do Paraná,Federal University of Paraná (UFPR),BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Alane M. de Lima, Renato Carmo",2018.0
✅ Identified,Brazil,Formal Semantics for Java-like Languages and Research Opportunities,Universidade Federal de Ouro Preto; Universidade Federal de Pelotas,Universidade Federal de Ouro Preto; Universidade Federal de Pelotas,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Samuel da Silva Feitosa, Rodrigo Ribeiro, André Rauber Du Bois",2018.0
✅ Identified,Brazil,Introdução à Programação de Propósito Geral em Hardware Gráfico,Instituto Nacional de Matemática Pura e Aplicada; Pontifícia Universidade Católica do Rio de Janeiro,IMPA; PUC-Rio; Tecgraf/PUC-Rio,BR,Revista de Informática Teórica e Aplicada - Federal University of Rio Grande do Sul,"Cristina Nader Vasconcelos, Paulo Cezar Pinto Carvalho, Marcelo Gattass",2011.0
