DOI,Title,Author,OpenAlex ID,Abstract,Article References,Times Cited,Publication Year,Publisher,Keywords,Affiliations,Country,Document Type,Language,Open Access,Funding,Concepts,Source File,unified_topic,topic_confidence,secondary_topic
10.22456/2175-2745.86439,A Model for the Diffusive Filling-In Algorithm Operating in Spike Mode,"Genildo Nonato Santos, José Gabriel R. C. Gomes",W2990995554,"To run cortical circuit simulations in spike mode, i.e. taking into account the neural representation of information in terms of sequences of electrical pulses (also known as spikes), the use of customized hardware, which is specific for this purpose, is recommended. Simulations using more traditional hardware can be prohibitive. In this context, theoretical predictions are important for customized hardware design. For example, theoretical predictions lead to an adequate neuron model choice. To make such theoretical predictions, the cortical circuit simulations are carried out in amplitude mode. Differently from the spike mode, in amplitude mode information is represented by sequences of scalar values that describe neural input and output spike rates. In this paper, it was proposed amplitude and spike mode simulations of a cortical algorithm, namely the diffusive filling-in algorithm, to investigate whether predictions based on the amplitude-mode results approximate well the behavior of the customized hardware (spike mode results). The diffusive filling-in algorithm was chosen because it is simple enough for spike-mode simulation in a conventional computer, but the proposed amplitude-mode prediction method is the same for more complex algorithms or circuits. We provide a highly realistic comparison between amplitude-mode and spike-mode in the diffusive filling-in case, which suggests that the amplitude mode is reliable for theoretical predictions useful for customized hardware design for cortical circuit simulation. The goal of this paper is not to bring closure to these discussions but to suggest a way of avoiding possible issues that could compromise the success of the customized device design.",W1763874547; W1821468701; W1946266772; W1989475960; W2010315297; W2060686750; W2078302067; W2089778057; W2103452702; W2106901830; W2130360162; W2132631291; W2148008242; W2150843617; W2155377787; W2212333328; W2326588846; W2406553090; W2798690537,0.0,2019.0,Federal University of Rio Grande do Sul,Spike (software development); Amplitude; Mode (computer interface); Computer science; Algorithm; Context (archaeology); Representation (politics); Electronic circuit; Physics; Engineering; Electrical engineering,Instituto Federal do Rio de Janeiro; Universidade Federal do Rio de Janeiro,BR,Article,EN,True,,Spike (software development); Amplitude; Mode (computer interface); Computer science; Algorithm; Context (archaeology); Representation (politics); Electronic circuit; Physics; Engineering; Electrical engineering; Biology; Politics; Software engineering; Paleontology; Operating system; Quantum mechanics; Political science; Law,articles-RITA-20260617-dointext.csv,0,0.5,3.0
10.22456/2175-2745.86478,Virtual Reality-based Training for the Motor Developmentof People With Intellectual and Multiple Disabilities,"Rian Dutra da Cunha, Frâncila Weidt Neiva, Rodrigo Luis de Souza da Silva",W2990058070,"This study investigated the potential of using a virtual reality-based motor coordination and cognitivetraining for people with intellectual and multiple disabilities, focusing on their autonomy and communityparticipation. A low-cost innovative interaction interface between the user and the virtual environment wasproposed to provide a more realistic and intuitive interaction experience. Nine people with disabilities wereselected from an institutional care for people with disabilities and they were enrolled in a four-week experiment,which consisted in going through three challenges. The results show that the patients demonstrated statisticallysignificant improvements regarding the task gave, also based on the observational analysis of the instructorand physiotherapist. Thus, the analysis indicates that the VR-based method can be effective in the motordevelopment of those patients, improving their autonomy and cognitive skills.",W1487992973; W1975119953; W2000516996; W2046201394; W2073689270; W2077329297; W2090292248; W2099840283; W2142996855; W2144346257; W2400430986; W2418487347; W2767740325; W2787983642; W2789498053; W4230235971; W4238847847; W4253033319,6.0,2019.0,Federal University of Rio Grande do Sul,Autonomy; Virtual reality; Intellectual disability; Task (project management); Observational study; Psychology; Cognition; Cognitive disabilities; Interface (matter); Human–computer interaction; Learning disability; Applied psychology; Computer science; Developmental psychology; Medicine; Engineering; Psychiatry,Universidade Federal de Juiz de Fora; Universidade Federal do Rio de Janeiro,BR,Article,EN,True,,Autonomy; Virtual reality; Intellectual disability; Task (project management); Observational study; Psychology; Cognition; Cognitive disabilities; Interface (matter); Human–computer interaction; Learning disability; Applied psychology; Computer science; Developmental psychology; Medicine; Engineering; Psychiatry; Law; Maximum bubble pressure method; Systems engineering; Bubble; Parallel computing; Political science; Pathology,articles-RITA-20260617-dointext.csv,4,0.8,
10.22456/2175-2745.86534,Elementary Economic Systems in Material Agent Societies,Antônio Carlos da Rocha Costa,W2965336263,"This paper formally characterizes the elementary economic systems of material agent societies, on the bases of the notions of (individual and group) elementary economic behavior, elementary economic exchange and elementary economic process. The equilibrium of an elementary economic system is defined in terms of the equilibrium of the set of group elementary economic processes that constitute such system. A case study illustrates the proposed concepts.",W1996847178; W2326526489; W2332589502; W2342750150; W2565438963; W2774256697,1.0,2019.0,Federal University of Rio Grande do Sul,Set (abstract data type); Elementary theory; Economic model; Group (periodic table); Mathematical economics; Process (computing); Mathematics; Economics; Economic system; Computer science; Microeconomics; Chemistry,Universidade Federal do Rio Grande,BR,Article,EN,True,,Set (abstract data type); Elementary theory; Economic model; Group (periodic table); Mathematical economics; Process (computing); Mathematics; Economics; Economic system; Computer science; Microeconomics; Chemistry; Operating system; Programming language; Organic chemistry,articles-RITA-20260617-dointext.csv,6,1.0,
10.22456/2175-2745.87085,Data Fusion through Fuzzy-Bayesian Networks for Belief Generation in Cognitive Agents,"Munyque Mittelmann, Jerusa Marchi, Aldo von Wangenheim",W2965854637,"Situation Awareness provides a theory for agents decision making to allow perception and comprehension of his environment. However, the transformation of the sensory stimulus in beliefs to favor the BDI reasoning cycle is still an unexplored subject. Autonomous agent projects often require the use of multiple sensors to capture environmental aspects. The natural variability of the physical world and the imprecision contained in linguistic concepts used by humans mean that sensory data contain different types of uncertainty in their measurements. Thus, to obtain the Situational Awareness for Agents with physical sensors, it is necessary to define a data fusion process to perform uncertainty treatment. This paper presents a model to beliefs generation using fuzzy-bayesian inference. An example in robotics navigation and location is used to illustrate the proposal.",W93722762; W152152015; W167355132; W349635554; W575976088; W1511986666; W1869215669; W1984464190; W1988729192; W2021431525; W2030797983; W2030839008; W2037146600; W2038420319; W2057880019; W2076346018; W2105013736; W2114141730; W2118680859; W2122709759; W2131987862; W2136682550; W2170514440; W2180070948; W2181722812; W2208729174; W2238394955; W2496396630; W2546311139; W2617655309; W2754637803; W4229572971; W4239895564; W4240613930; W6600007113; W6660194423; W6679952440,0.0,2019.0,Federal University of Rio Grande do Sul,Artificial intelligence; Computer science; Sensor fusion; Fuzzy logic; Bayesian inference; Machine learning; Inference; Bayesian probability; Perception; Psychology,Universidade Federal de Santa Catarina,BR,Article,EN,True,,Artificial intelligence; Computer science; Sensor fusion; Fuzzy logic; Bayesian inference; Machine learning; Inference; Bayesian probability; Perception; Psychology; Neuroscience,articles-RITA-20260617-dointext.csv,5,0.5,1.0
10.22456/2175-2745.87511,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,"Rajeev Yadav, Gleidson A. S. Campos, Érica Sousa, Fernando Lins",W2937736182,"On-demand services and reduced costs made cloud computing a popular mechanism to provide scalable resources according to the user’s expectations. This paradigm is an important role in business and academic organizations, supporting applications and services deployed based on virtual machines and containers, two different technologies for virtualization. Cloud environments can support workloads generated by several numbers of users, that request the cloud environment to execute transactions and its performance should be evaluated and estimated in order to achieve clients satisfactions when cloud services are offered. This work proposes a performance evaluation strategy composed of a performance model and a methodology for evaluating the performance of services configured in virtual machines and containers in cloud infrastructures. The performance model for the evaluation of virtual machines and containers in cloud infrastructures is based on stochastic Petri nets. A case study in a real public cloud is presented to illustrate the feasibility of the performance evaluation strategy. The case study experiments were performed with virtual machines and containers supporting workloads related to social networks transactions.",W354363643; W655508245; W1553057651; W1569469665; W1575746526; W2131629857; W2208783789; W2523336103; W2577302916; W2613345295; W2786128551; W4231540666; W4255160795; W6679408652; W6737745109,1.0,2019.0,Federal University of Rio Grande do Sul,Cloud computing; Computer science; Virtual machine; Virtualization; Scalability; Distributed computing; Cloud testing; Cloud computing security; Database; Operating system,Universidade Federal Rural de Pernambuco,BR,Article,EN,True,,Cloud computing; Computer science; Virtual machine; Virtualization; Scalability; Distributed computing; Cloud testing; Cloud computing security; Database; Operating system,articles-RITA-20260617-dointext.csv,3,1.0,
10.22456/2175-2745.88822,Evaluating the impact of maintenance policies associated to SLA contracts on the dependability of data centers electrical infrastructures,"Felipe Fernandes de Lima Melo, João Ferreira, Gustavo Callou",W3000610061,"Due to the growth of cloud computing, data center environment has grown in importance and in use. Data centers are responsible for maintaining and processing several critical-value applications. Therefore, data center infrastructures must be evaluated in order to improve the high availability and reliability demanded for such environments. This work adopts Stochastic Petri Nets (SPN) to evaluate the impact of maintenance policies on the data center dependability. The main goal is to analyze maintenance policies, associated to SLA contracts, and to propose improvements. In order to accomplish this, an optimization strategy that uses Euclidean distance is adopted to indicate the most appropriate solution assuming conflicting requirements (e.g., cost and availability). To illustrate the applicability of the proposed models and approach, this work presents case studies comparing different SLA contracts and maintenance policies (preventive and corrective) applied on data center electrical infrastructures.",W28796308; W1522278537; W1608789218; W1965994767; W2001851020; W2004989744; W2039985256; W2096613631; W2280309208; W2340761181; W2537751005; W2754212707; W6605238567; W7067898782,2.0,2020.0,Federal University of Rio Grande do Sul,Dependability; Data center; Computer science; Reliability engineering; Reliability (semiconductor); Cloud computing; Work (physics); Order (exchange); Petri net; High availability; Stochastic Petri net; Risk analysis (engineering); Operations research; Distributed computing; Engineering; Business; Computer network; Software engineering,Universidade Federal Rural de Pernambuco,BR,Article,EN,True,,Dependability; Data center; Computer science; Reliability engineering; Reliability (semiconductor); Cloud computing; Work (physics); Order (exchange); Petri net; High availability; Stochastic Petri net; Risk analysis (engineering); Operations research; Distributed computing; Engineering; Business; Computer network; Software engineering; Power (physics); Finance; Quantum mechanics; Physics; Operating system; Mechanical engineering,articles-RITA-20260617-dointext.csv,3,1.0,
10.22456/2175-2745.88911,Hybrid Neural Networks Applied to Brazilian Stock Market,"Wilson Castello Branco Neto, Andrey de Aguiar Salvi, William Passig de Souza",W3023530306,"The stock market is a stochastic, dynamic environment and is in constant evolution, and its prediction represents a big challenge. Many studies presented in the state of the art are facing this challenge, by making use of Artificial Neural Networks (ANN) as a tool to make such prediction. In this paper a comparative study is made with different methods in order to predict the Brazilian stock market through the Bovespa Index. An ANN was developed and its performance was compared against a hybrid model, in which a Genetic Algorithm (GA) is proposed as an alternative to improve the performance of this ANN. The results obtained were an average accuracy of 55.04% and 55.73% respectively, demonstrating that algorithms such as a GA have the capability of improving the performance of ANN for the stock market prediciton.",W1834484028; W1874549213; W1980458013; W1995141167; W2012928973; W2057082825; W2068601787; W2079747853; W2097571405; W2335740526; W2417420127; W2549882901; W2996621489,2.0,2020.0,Federal University of Rio Grande do Sul,Stock market; Artificial neural network; Stock market prediction; Computer science; Stock market index; Econometrics; Genetic algorithm; Stock (firearms); Artificial intelligence; Machine learning; Economics; Engineering; Geography,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina",BR,Article,EN,True,,Stock market; Artificial neural network; Stock market prediction; Computer science; Stock market index; Econometrics; Genetic algorithm; Stock (firearms); Artificial intelligence; Machine learning; Economics; Engineering; Geography; Archaeology; Mechanical engineering; Context (archaeology),articles-RITA-20260617-dointext.csv,1,0.5,2.0
10.22456/2175-2745.89063,"Biclustering and coclustering: concepts, algorithms and viability for text mining","Alexandra Katiuska Ramos Diaz, Sarajane Marques Peres",W2965205195,"Biclustering and coclustering are data mining tasks capable of extracting relevant information from data by applying similarity criteria simultaneously to rows and columns of data matrices. Algorithms used to accomplish these tasks simultaneously cluster objects and attributes, enabling the discovery of biclusters or coclusters. Although similar, the natures and aims of these tasks are different, and coclustering can be seen as a generalization of biclustering. An accurate study on algorithms related to biclustering and coclustering is essential to achieve effectiveness when solving real-world problems. Determining the values appropriate for the parameters of these algorithms is even more difficult when complex real-world data are analyzed. For example, when biclustering or coclustering is applied to textual data (i.e., in text mining), a representation through a vector space model is required. Such representation usually generates vector spaces with a high number of dimensions and high sparsity, which influences the performance of many algorithms. This tutorial aims to didactically present concepts related to the biclustering and coclustering tasks and how two basic algorithms address these concepts. In addition, experiments are presented in data contexts with a high number of dimensions and high sparsity, represented by both a synthetic dataset and a corpus of real-world news. In general and comparative terms, the results obtained show the algorithm used for coclustering (i.e., NBVD) as the most appropriate for the experiments’ context. Although the biclustering algorithm (i.e., Cheng and Church) was responsible for producing less relevant results in textual data than NBVD, its application in data with a high number of dimensions and high sparsity provided a suitable study environment to understand its operation.",W5405742; W20696413; W37503237; W49942714; W96974262; W140354800; W1483313504; W1489772970; W1493217831; W1588091815; W1612003148; W1891744697; W1902027874; W1929593512; W1967578884; W1992918752; W1999365490; W2011914104; W2017063234; W2019564823; W2024228866; W2026505375; W2031822662; W2043545458; W2051224630; W2053450734; W2084026949; W2091807570; W2101111945; W2119432555; W2127164716; W2134077116; W2136897707; W2138072998; W2144544802; W2144602362; W2159839388; W2232845837; W2293006371; W2295738909; W2342417672; W2472863357; W2488068782; W2504829889; W2513888130; W2518417797; W2537558649; W2550857612; W2586149740; W2597328883; W2606849927; W2624730619; W2784031861; W2789635684; W3083106321; W4242399520; W4255387915; W4293389630; W6603123915; W6680230730; W6697200750,6.0,2019.0,Federal University of Rio Grande do Sul,Biclustering; Computer science; Context (archaeology); Data mining; Cluster analysis; Similarity (geometry); Representation (politics); Generalization; Algorithm; Row and column spaces; Pattern recognition (psychology); Row; Artificial intelligence; Mathematics; Database,Universidade de São Paulo,BR,Article,EN,True,,Biclustering; Computer science; Context (archaeology); Data mining; Cluster analysis; Similarity (geometry); Representation (politics); Generalization; Algorithm; Row and column spaces; Pattern recognition (psychology); Row; Artificial intelligence; Mathematics; Database; Political science; Biology; Mathematical analysis; Politics; Correlation clustering; Image (mathematics); CURE data clustering algorithm; Paleontology; Law,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.89115,PHOC Descriptor Applied for Mammography Classification,"Gilmário Barbosa dos Santos, André Tragancin Filho",W2998905625,"This paper describes experiments with PHOC (Pyramid Histogram of Color) features descriptor in terms of capacity for representing features presented in breast radiograph (also known as mammography). Patches were taken from regions in digital mammographies, representing benign, cancerous, normal tissues and image’s background. The motivation is to evaluate the proposal in perspective of using it for execution in an inexpensive ordinary desktop computer in places located far from medical experts. The images were obtained from DDSM database and processed producing the feature-dataset used for training an Artificial Neural Network, the results were evaluated by analysis of the learning rate curve and ROC curves, besides these graphical analytical tools the confusion matrix and other quantitative metrics (TPR, FPR and Accuracy) were also extracted and analyzed. The average accuracy ≈ 0.8 and the other metrics extracted from results demonstrate that the proposal presents potential for further developments. At the best effort, PHOC was not found in literature for applications in mammographies such as it is proposed here.",W1975142646; W1978167298; W2032024895; W2052828511; W2095150349; W2106756786; W2120194796; W2125574651; W2137304315; W2148596671; W2154683974; W2162915993; W2226985206; W2514575318; W2604319603; W2607388523; W2751351669; W2770397194; W2771583293; W2884745705; W2919733445; W2965014579; W2980367889; W4205893808; W4234552385; W4288601955,3.0,2020.0,Federal University of Rio Grande do Sul,Confusion matrix; Mammography; Computer science; Artificial intelligence; Digital mammography; Histogram; Pattern recognition (psychology); Confusion; Feature (linguistics); Artificial neural network; Perspective (graphical); Pyramid (geometry); Image (mathematics); Mathematics; Breast cancer,Universidade do Estado de Santa Catarina,BR,Article,EN,True,,Confusion matrix; Mammography; Computer science; Artificial intelligence; Digital mammography; Histogram; Pattern recognition (psychology); Confusion; Feature (linguistics); Artificial neural network; Perspective (graphical); Pyramid (geometry); Image (mathematics); Mathematics; Breast cancer; Psychology; Philosophy; Geometry; Psychoanalysis; Medicine; Linguistics; Internal medicine; Cancer,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.9009,Uma abordagem estrutural para calcular similaridade entre conceitos de ontologias,"Jairo Francisco de Souza, Rubens N. Melo, Jonice Oliveira, Jano Moreira de Souza",W2287281176,"O problema da compatibilização entre ontologias ainda é um problema aberto. Para tratar esse problema, apresentamos o algoritmo implementado no sistema GNoSIS. Nossa solução faz uso tanto de técnicas sintáticas quanto semânticas numa abordagem estrutural, facilitando o mapeamento ou alinhamento entre ontologias de diferentes domínios. Esse algoritmo se utiliza de diferentes funções de similaridade e calcula o grau de similaridade entre os conceitos de forma recursiva, calculando o resultado da função de similaridade entre dois conceitos com base no grau de similaridade total entre os conceitos que possuem parentesco próximo. Uma validação da abordagem é apresentada neste artigo.",W200052371; W1228064353; W1482102309; W1493691328; W1531281096; W1550800027; W1579989682; W1772209851; W2007278710; W2067912408; W2096538598; W2156510574; W2611894836,1.0,2011.0,Federal University of Rio Grande do Sul,Humanities; Philosophy; Computer science,Pontifícia Universidade Católica do Rio de Janeiro; Universidade Federal de Juiz de Fora; Universidade Federal do Rio de Janeiro,BR,Article,PT,True,,Humanities; Philosophy; Computer science,articles-RITA-20260617-dointext.csv,0,1.0,
10.22456/2175-2745.90724,BeeNotified! A Notification System of Physical Quantities for Beehives Remote Monitoring,"Antonio Rafael Braga, Juliana De Castro Rabelo, Arthur de Castro Callado, Atslands R. da Rocha, Breno Magalhães Freitas, Danielo G. Gomes",W3036269698,"One of the ways to reduce inappropriate management of hives and monitor bee health is to send notifications/alerts about the data collected through sensors. This study presents BeeNotified!, a solution for sending notifications through Telegram, e-mail, and SMS. The notifications warn about the level of temperature, humidity, sound, carbon dioxide, oxygen, hive weight and delay in data gathering. From this data, researchers and beekeepers can be informed and make changes in the locations of the hives, avoiding catastrophes and possible diseases. The results obtained with the processing time in the sending of messages showed that the messages sent via SMS and Telegram have a shorter processing time compared to the sending via e-mail. In regards to sending notifications according to user preferences, all notifications were sent correctly.",W1970192773; W2012043266; W2041796782; W2244166631; W2469210572; W2612400592; W2733539899; W2740574481; W2742511087; W2774378831; W2786942152; W2793606640; W2998924450; W4238579029; W4253772831; W6720031363; W6747541052,1.0,2020.0,Federal University of Rio Grande do Sul,Computer science; Notification system; World Wide Web; Computer security,Universidade Federal do Ceará,BR,Article,EN,True,,Computer science; Notification system; World Wide Web; Computer security,articles-RITA-20260617-dointext.csv,3,0.5,4.0
10.22456/2175-2745.90822,An Online Tree-Based Approach for Mining Non-Stationary High-Speed Data Streams,"Agustín Alejandro Ortiz Díaz, Isvani Inocencio Frías Blanco, Laura María Palomino Mariño, Fabiano Baldo",W3000361438,"This paper presents a new learning algorithm for inducing decision trees from data streams. In these domains, large amounts of data are constantly arriving over time, possibly at high speed. The proposed algorithm uses a top-down induction method for building trees, splitting leaf nodes recursively, until none of them can be expanded. The new algorithm combines two split methods in the tree induction. The first method is able to guarantee, with statistical significance, that each split chosen would be the same as that chosen using infinite examples. By doing so, it aims at ensuring that the tree induced online is close to the optimal model. However, this split method often needs too many examples to make a decision about the best split, which delays the accuracy improvement of the online predictive learning model. Therefore, the second method is used to split nodes more quickly, speeding up the tree growth. The second split method is based on the observation that larger trees are able to store more information about the training examples and to represent more complex concepts. The first split method is also used to correct splits previously suggested by the second one, when it has sufficient evidence. Finally, an additional procedure rebuilds the tree model according to the suggestions made with an adequate level of statistical significance. The proposed algorithm is empirically compared with several well-known induction algorithms for learning decision trees from data streams. In the tests it is possible to observe that the proposed algorithm is more competitive in terms of accuracy and model size using various synthetic and real world datasets.",W74439177; W161970714; W1485124666; W1554351953; W1652467813; W1677912466; W1921457292; W2010657328; W2049151032; W2050880745; W2068714596; W2073256825; W2081988057; W2084689094; W2099419573; W2100406636; W2124357902; W2132012226; W2140164381; W2998768810; W3003253354; W3017877075; W4241336979; W4246555646; W4296443830; W4300942247; W6675040714; W6680192438,1.0,2020.0,Federal University of Rio Grande do Sul,Computer science; Decision tree; Data stream mining; Tree (set theory); Data mining; Incremental decision tree; Decision tree learning; ID3 algorithm; Machine learning; Online algorithm; Algorithm; Artificial intelligence; Mathematics,Universidade Federal de Pernambuco; Universidade do Estado de Santa Catarina,BR,Article,EN,True,,Computer science; Decision tree; Data stream mining; Tree (set theory); Data mining; Incremental decision tree; Decision tree learning; ID3 algorithm; Machine learning; Online algorithm; Algorithm; Artificial intelligence; Mathematics; Mathematical analysis,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.91414,Group Labeling Methodology Using Distance-based Data Grouping Algorithms,"Francisco Imperes Filho, Vinícius Ponte Machado, Rodrigo Veras, Kelson Aires, Aline Montenegro Leal Silva",W3000649470,"Clustering algorithms are often used to form groups based on the similarity of their members. In this context, understanding a group is just as important as its composition. Identifying, or labeling groups can assist with their interpretation and, consequently, guide decision-making efforts by taking into account the features from each group. Interpreting groups can be beneficial when it is necessary to know what makes an element a part of a given group, what are the main features of a group, and what are the differences and similarities among them. This work describes a method for finding relevant features and generate labels for the elements of each group, uniquely identifying them. This way, our approach solves the problem of finding relevant definitions that can identify groups. The proposed method transforms the standard output of an unsupervised distance-based clustering algorithm into a Pertinence Degree (GP), where each element of the database receives a GP concerning each formed group. The elements with their GPs are used to formulate ranges of values for their attributes. Such ranges can identify the groups uniquely. The labels produced by this approach averaged 94.83% of correct answers for the analyzed databases, allowing a natural interpretation of the generated definitions.",W54893182; W2087184777; W2127218421; W2163598528; W2342408547; W2399683001; W2521883249; W2560228589; W2593765440; W2610074850; W2734804095; W2736340677; W2738578407; W2739598002; W2740648740; W2765161747; W2891520185; W2896691302; W2897366887; W2897476639; W2901832254; W2920914495; W2943438861; W2963762300; W2982465580; W3165241807; W6777372045,3.0,2020.0,Federal University of Rio Grande do Sul,Cluster analysis; Group (periodic table); Interpretation (philosophy); Similarity (geometry); Computer science; Element (criminal law); Context (archaeology); Data mining; Artificial intelligence; Algorithm; Geography; Image (mathematics),Universidade Federal do Piauí,BR,Article,EN,True,,Cluster analysis; Group (periodic table); Interpretation (philosophy); Similarity (geometry); Computer science; Element (criminal law); Context (archaeology); Data mining; Artificial intelligence; Algorithm; Geography; Image (mathematics); Chemistry; Organic chemistry; Programming language; Political science; Archaeology; Law,articles-RITA-20260617-dointext.csv,1,0.5,3.0
10.22456/2175-2745.91522,Road Surface Classification with Images Captured From Low-cost Camera - Road Traversing Knowledge (RTK) Dataset,"Thiago Rateke, Karla Aparecida Justen, Aldo von Wangenheim",W2991580653,"The type of road pavement directly influences the way vehicles are driven. It’s common to find papers that deal with path detection but don’t take into account major changes in road surface patterns. The quality of the road surface has a direct impact on the comfort and especially on the safety of road users. In emerging countries it’s common to find unpaved roads or roads with no maintenance. Unpaved or damaged roads also impact in higher fuel costs and vehicle maintenance. This kind of analysis can be useful for both road maintenance departments as well as for autonomous vehicle navigation systems to verify potential critical points. For the experiments accomplishment upon the surface types and quality classification, we present a new dataset, collected with a low-cost camera. This dataset has examples of good and bad asphalt (with potholes and other damages) other types of pavement and also many examples of unpaved roads (with and without potholes). We also provide several frames from our dataset manually sorted in surface types for tests accuracy verification. Our road type and quality classifier was done through a simple Convolutional Neural Network with few steps and presents promising results in different datasets.",W2032070084; W2069182664; W2078706275; W2080191943; W2115579991; W2168463792; W2171943915; W2187822754; W2195180028; W2216863212; W2300934957; W2340897893; W2424901732; W2553807688; W2562137921; W2565354498; W2567482195; W2741078848; W2741920276; W2745248471; W2769625233; W2770687010; W2798810333; W2802455291; W2807416982; W2891686515; W2896942768; W2920895572; W3124942917; W4206164985; W4245122528; W4255590728; W6718062673; W6754684753,76.0,2019.0,Federal University of Rio Grande do Sul,Road surface; Traverse; Computer science; Convolutional neural network; Damages; Classifier (UML); Transport engineering; Artificial intelligence; Highway maintenance; Engineering; Cartography; Civil engineering; Geography,"Instituto Federal de Educação, Ciência e Tecnologia de Santa Catarina; Universidade Federal de Santa Catarina",BR,Article,EN,True,,Road surface; Traverse; Computer science; Convolutional neural network; Damages; Classifier (UML); Transport engineering; Artificial intelligence; Highway maintenance; Engineering; Cartography; Civil engineering; Geography; Political science; Law,articles-RITA-20260617-dointext.csv,2,0.5,3.0
10.22456/2175-2745.91814,Models to evaluate service Provisioning over Cloud Computing Environments - A Blockchain-As-A-Service case study,"Carlos Melo, Jamilson Dantas, Ronierison Maciel, Paulo Silva, Paulo Maciel",W2990178034,"ThestrictnessoftheServiceLevelAgreements(SLAs)ismainlyduetoasetofconstraintsrelated to performance and dependability attributes, such as availability. This paper shows that system’s availability values may be improved by deploying services over a private environment, which may obtain better availability values with improved management, security, and control. However, how much a company needs to afford to keep this improved availability? As an additional activity, this paper compares the obtained availability values with the infrastructure deployment expenses and establishes a cost × benefit relationship. As for the system’s evaluation technique, we choose modeling; while for the service used to demonstrate the models’ feasibility, the blockchain-as-a-service was the selected one. This paper proposes and evaluate four different infrastructures hosting blockchains: (i) baseline; (ii) double redundant; (iii) triple redundant, and (iv) hyper-converged. The obtained results pointed out that the hyper-converged architecture had an advantage over a full triple redundant environment regarding availability and deployment cost.",W1559136758; W1573592400; W1874259713; W2048700204; W2088945478; W2122140467; W2285938394; W2392113277; W2510337656; W2517744317; W2526317427; W2548904940; W2594298891; W2744411490; W2765860591; W2791157649; W4253349762; W6745754463; W6835588227,6.0,2019.0,Federal University of Rio Grande do Sul,Dependability; Software deployment; Provisioning; Computer science; Cloud computing; Blockchain; Service (business); Baseline (sea); Service level; High availability; Computer security; Distributed computing; Computer network; Business; Operating system; Software engineering,Universidade Federal de Pernambuco,BR,Article,EN,True,,Dependability; Software deployment; Provisioning; Computer science; Cloud computing; Blockchain; Service (business); Baseline (sea); Service level; High availability; Computer security; Distributed computing; Computer network; Business; Operating system; Software engineering; Marketing; Geology; Oceanography,articles-RITA-20260617-dointext.csv,3,1.0,
10.22456/2175-2745.92117,SafeFollowing: A collaborative model for public security agents to assist people with disabilities and the elderly,"Christian Moreira Matos, Vítor Kehl Matter, Fábio Viegas, Márcio Garcia Martins, João Elison da Rosa Tavares, Jorge Luís Victória Barbosa",W2990636846,"In the last survey about the Brazilian population conducted by IBGE, more than 45.6 million of Brazilians declared that they have some kind of disability. Besides that, the same survey revealed that the number of elderly people has been increasing over the years and at that time it already represented 12.1 \% of the total. In this scenario, public policies that can efficiently ensure the rights of this share of the population became even more necessary. In the same manner, with the popularization of mobile devices, opportunities to develop new solutions are arising, offering more independence and quality of life to them. Ubiquitous accessibility support solutions have been proposed, such as the MASC model, which resorts to the concept of smart assistive city; and more recently the AccompCare, which predicts the monitoring of people with disabilities and the elderly. This article proposes the SafeFollowing, a model that enables integrated and collaborative acting of the community aiming to assist people with some kind of disability or elderly people. The SafeFollowing predicts the use of police cars mapping, in order to provide a specific follow-up in adverse daily situations. The validation of the model is also presented in the article, which was performed through experiments in real test scenarios.",W95758929; W1496544472; W1791587663; W1970350881; W1979930801; W2039646543; W2086477155; W2098746772; W2102913531; W2110923780; W2116015365; W2159694746; W2220613480; W2345419426; W2518596688; W2588490222; W2795374022; W2905997187; W4240770890,2.0,2019.0,Federal University of Rio Grande do Sul,Elderly people; Independence (probability theory); Population; Order (exchange); Disabled people; Quality of life (healthcare); Internet privacy; Test (biology); Computer science; Computer security; Gerontology; Business; Psychology; Applied psychology; Medicine; Nursing; Environmental health,,,Article,EN,True,,Elderly people; Independence (probability theory); Population; Order (exchange); Disabled people; Quality of life (healthcare); Internet privacy; Test (biology); Computer science; Computer security; Gerontology; Business; Psychology; Applied psychology; Medicine; Nursing; Environmental health; Biology; Finance; Mathematics; Life style; Statistics; Paleontology,articles-RITA-20260617-dointext.csv,0,0.5,3.0
